ChargingEvent,CPID,StartDate,StartTime,EndDate,EndTime,Energy,PluginDuration
15230776,AN01130,2017-10-08,16:26:00,2017-10-08,19:31:00,8.2,3.0833333333333335
2723485,AN18104,2017-10-08,09:36:09,2017-10-08,10:30:09,2.6,0.9
15234055,AN04293,2017-10-08,19:39:00,2017-10-09,05:47:00,1.2,10.133333333333333
15226625,AN11314,2017-10-08,12:19:00,2017-10-08,12:49:00,0.8,0.5
2723160,AN19424,2017-10-08,06:13:06,2017-10-08,14:34:06,8.1,8.35
15218241,AN06739,2017-10-07,16:15:00,2017-10-07,18:26:00,6.9,2.183333333333333
15209442,AN11526,2017-10-07,08:52:00,2017-10-07,13:59:00,9.1,5.116666666666666
2720358,AN18346,2017-10-07,10:26:10,2017-10-08,05:45:10,4.5,19.316666666666666
15220370,AN11509,2017-10-07,21:06:00,2017-10-08,08:16:00,9.3,11.166666666666666
15212027,AN14385,2017-10-07,04:22:00,2017-10-07,08:33:00,21.2,4.183333333333334
15210572,AN04751,2017-10-07,10:44:00,2017-10-07,13:19:00,2.3,2.5833333333333335
15211290,AN04972,2017-10-07,11:35:00,2017-10-07,14:05:00,9.8,2.5
15219216,AN15949,2017-10-07,19:27:00,2017-10-07,21:46:00,5.6,2.316666666666667
15222442,AN04374,2017-10-07,18:39:00,2017-10-08,11:55:00,25.6,17.266666666666666
15212231,AN04305,2017-10-07,12:34:00,2017-10-07,13:11:00,1.5,0.6166666666666667
15218022,AN16417,2017-10-07,18:07:00,2017-10-08,12:19:00,8.2,18.2
15214544,AN13703,2017-10-07,15:03:00,2017-10-09,15:48:00,11.5,48.75
15212621,AN07057,2017-10-07,12:59:00,2017-10-07,13:20:00,0.7,0.35
15338466,AN02379,2017-10-07,17:33:00,2017-10-08,13:09:00,7.8,19.6
2721338,AN23860,2017-10-07,14:30:14,2017-10-08,09:53:14,8,19.383333333333333
15209016,AN01347,2017-10-07,08:06:00,2017-10-07,08:44:00,1.2,0.6333333333333333
15198223,AN10154,2017-10-06,16:00:00,2017-10-06,16:10:00,0.5,0.16666666666666666
15193208,AN11174,2017-10-06,09:04:00,2017-10-06,10:09:00,1.7,1.0833333333333333
15191921,AN09593,2017-10-06,07:24:00,2017-10-06,07:54:00,0.5,0.5
15205768,AN07877,2017-10-06,22:58:00,2017-10-07,09:21:00,22.7,10.383333333333333
15203555,AN13385,2017-10-06,19:54:00,2017-10-07,06:48:00,13.5,10.9
15194527,AN06393,2017-10-06,11:26:00,2017-10-06,12:03:00,1.4,0.6166666666666667
16308868,AN06603,2017-10-06,07:22:00,2017-10-06,08:33:00,1,1.1833333333333333
15197817,AN13749,2017-10-06,15:47:00,2017-10-06,17:38:00,7.7,1.85
15203940,AN17533,2017-10-06,20:17:00,2017-10-07,11:09:00,9.3,14.866666666666667
15195283,AN05955,2017-10-06,07:54:00,2017-10-06,12:22:00,2.3,4.466666666666667
15197865,AN05155,2017-10-06,15:40:00,2017-10-06,17:18:00,5.3,1.6333333333333333
15205545,AN07082,2017-10-06,22:37:00,2017-10-07,10:01:00,15.4,11.4
15199506,AN10870,2017-10-06,17:07:00,2017-10-06,18:04:00,3.6,0.95
15196454,AN05246,2017-10-06,13:57:00,2017-10-06,17:19:00,9.4,3.3666666666666667
15200306,AN10941,2017-10-06,17:40:00,2017-10-07,09:00:00,5.6,15.333333333333334
2719096,AN25085,2017-10-06,19:30:19,2017-10-07,07:12:19,13.7,11.7
15205683,AN00257,2017-10-06,22:50:00,2017-10-07,08:41:00,6,9.85
15197177,AN02854,2017-10-06,14:56:00,2017-10-06,17:13:00,6.1,2.283333333333333
15198061,AN07928,2017-10-06,15:51:00,2017-10-06,17:12:00,4.9,1.35
15196587,AN08379,2017-10-06,14:03:00,2017-10-07,10:45:00,1.2,20.7
15182486,AN02661,2017-10-05,16:44:00,2017-10-05,17:58:00,9.5,1.2333333333333334
2712550,AN24443,2017-10-05,11:23:11,2017-10-05,13:56:11,2.9,2.55
15182237,AN10813,2017-10-05,17:41:00,2017-10-05,19:16:00,4.8,1.5833333333333333
15179310,AN14383,2017-10-05,15:09:00,2017-10-06,08:17:00,2.6,17.133333333333333
2714993,AN24961,2017-10-05,19:46:19,2017-10-06,04:38:19,3,8.866666666666667
15177167,AN02535,2017-10-05,11:42:00,2017-10-05,15:12:00,9.3,3.5
15179760,AN03849,2017-10-05,15:42:00,2017-10-06,13:43:00,3,22.016666666666666
15178824,AN00835,2017-10-05,14:20:00,2017-10-06,07:54:00,8.9,17.566666666666666
15189759,AN08559,2017-10-05,21:01:00,2017-10-06,08:54:00,3,11.883333333333333
15166562,AN10981,2017-10-04,18:29:00,2017-10-04,19:09:00,2.3,0.6666666666666666
2710426,AN24370,2017-10-04,18:34:18,2017-10-05,08:09:18,1.9,13.583333333333334
16228665,AN15306,2017-10-04,21:05:00,2017-10-05,20:38:00,1.8,23.55
15163994,AN02510,2017-10-04,16:51:00,2017-10-05,08:36:00,44.9,15.75
2709242,AN22347,2017-10-04,15:34:15,2017-10-05,06:38:15,5.4,15.066666666666666
2708075,AN21824,2017-10-04,08:45:08,2017-10-04,14:46:08,5.9,6.016666666666667
15163193,AN05515,2017-10-04,16:07:00,2017-10-05,10:05:00,6.6,17.966666666666665
15172471,AN03700,2017-10-04,21:58:00,2017-10-14,09:16:00,38,227.3
15161386,AN07967,2017-10-04,05:43:00,2017-10-04,15:13:00,6.9,9.5
15165823,AN03192,2017-10-04,18:02:00,2017-10-04,19:33:00,5.1,1.5166666666666666
15165268,AN10947,2017-10-04,17:43:00,2017-10-05,10:07:00,10.2,16.4
15161224,AN14926,2017-10-04,13:30:00,2017-10-05,16:00:00,12.5,26.5
2711173,AN22551,2017-10-04,21:26:21,2017-10-06,10:39:21,38.7,37.21666666666667
15147871,AN04138,2017-10-03,17:06:00,2017-10-04,07:40:00,3.2,14.566666666666666
2703454,AN22939,2017-10-03,06:48:06,2017-10-03,07:19:06,0.9,0.5166666666666667
15154187,AN08516,2017-10-03,21:59:00,2017-10-04,07:56:00,4.8,9.95
15142433,AN04940,2017-10-03,09:25:00,2017-10-03,10:05:00,2.7,0.6666666666666666
15149222,AN04971,2017-10-03,18:05:00,2017-10-04,08:59:00,5,14.9
15150791,AN06878,2017-10-03,18:54:00,2017-10-03,20:58:00,5.1,2.066666666666667
15153477,AN10946,2017-10-03,21:13:00,2017-10-04,06:16:00,6.5,9.05
15148220,AN08092,2017-10-03,17:19:00,2017-10-03,20:14:00,7.6,2.9166666666666665
15155362,AN05176,2017-10-03,18:25:00,2017-10-04,05:40:00,7.6,11.25
15141205,AN06339,2017-10-03,08:07:00,2017-10-03,08:37:00,1.6,0.5
15140398,AN01196,2017-10-03,02:57:00,2017-10-03,06:51:00,4.4,3.9
2707068,AN24517,2017-10-03,16:27:16,2017-10-04,05:05:16,10.9,12.633333333333333
15151796,AN09784,2017-10-03,17:47:00,2017-10-03,19:34:00,5.2,1.7833333333333334
15148951,AN17353,2017-10-03,15:49:00,2017-10-03,17:49:00,6,2
2701045,AN23190,2017-10-02,15:14:15,2017-10-03,07:34:15,16.2,16.333333333333332
15138820,AN06740,2017-10-02,20:18:00,2017-10-03,09:10:00,5.4,12.866666666666667
15138893,AN00553,2017-10-02,18:27:00,2017-10-04,14:52:00,4.2,44.416666666666664
15131802,AN12392,2017-10-02,17:50:00,2017-10-03,11:45:00,9.6,17.916666666666668
15130830,AN04845,2017-10-02,17:12:00,2017-10-02,19:17:00,8.7,2.0833333333333335
15133095,AN06321,2017-10-02,18:39:00,2017-10-02,21:07:00,9.4,2.466666666666667
2700335,AN24014,2017-10-02,11:14:11,2017-10-02,13:09:11,5.6,1.9166666666666667
15131723,AN00732,2017-10-02,17:42:00,2017-10-03,18:40:00,1,24.966666666666665
15133933,AN06422,2017-10-02,19:07:00,2017-10-03,05:53:00,8,10.766666666666667
15137737,AN08124,2017-10-02,17:34:00,2017-10-03,06:54:00,9.1,13.333333333333334
15137934,AN02390,2017-10-02,18:29:00,2017-10-03,09:37:00,9.3,15.133333333333333
2699352,AN22822,2017-10-02,05:50:05,2017-10-02,09:27:05,5,3.6166666666666667
15128733,AN09958,2017-10-02,15:04:00,2017-10-02,17:21:00,6.5,2.283333333333333
15134218,AN03657,2017-10-02,19:15:00,2017-10-03,07:59:00,9,12.733333333333333
15138168,AN10032,2017-10-02,16:34:00,2017-10-03,08:50:00,1.8,16.266666666666666
15136624,AN13428,2017-10-02,21:45:00,2017-10-03,05:53:00,11.4,8.133333333333333
15132552,AN06381,2017-10-02,18:19:00,2017-10-03,06:17:00,11.1,11.966666666666667
2700707,AN23911,2017-10-02,13:21:13,2017-10-02,17:13:13,7.3,3.8666666666666667
15134673,AN10191,2017-10-02,19:38:00,2017-10-03,05:35:00,9,9.95
15138655,AN15679,2017-10-02,19:14:00,2017-10-03,06:16:00,16.2,11.033333333333333
15138304,AN16192,2017-10-02,21:34:00,2017-10-03,08:04:00,3.3,10.5
15137673,AN16590,2017-10-02,21:09:00,2017-10-03,08:31:00,9.4,11.366666666666667
15120153,AN04526,2017-10-01,21:09:00,2017-10-02,07:07:00,8.3,9.966666666666667
15115861,AN10946,2017-10-01,15:46:00,2017-10-01,15:55:00,0.5,0.15
15121222,AN15008,2017-10-01,23:04:00,2017-10-14,22:56:00,13.8,311.8666666666667
15111835,AN03977,2017-10-01,10:45:00,2017-10-01,11:08:00,0.3,0.38333333333333336
15115090,AN06542,2017-10-01,14:50:00,2017-10-01,17:45:00,8.8,2.9166666666666665
15113513,AN03653,2017-10-01,13:01:00,2017-10-02,07:46:00,10.1,18.75
15117371,AN08210,2017-10-01,12:44:00,2017-10-01,17:15:00,9.8,4.516666666666667
2696571,AN19155,2017-10-01,10:21:10,2017-10-01,11:28:10,4.1,1.1166666666666667
15115501,AN09761,2017-10-01,15:18:00,2017-10-02,07:37:00,0.9,16.316666666666666
15119676,AN05212,2017-10-01,20:01:00,2017-10-01,20:22:00,1.2,0.35
15116865,AN03179,2017-10-01,16:42:00,2017-10-02,08:17:00,9.4,15.583333333333334
15122079,AN10032,2017-10-01,15:10:00,2017-10-02,08:05:00,7.7,16.916666666666668
15118005,AN16496,2017-10-01,17:51:00,2017-10-01,19:18:00,2,1.45
15113759,AN17357,2017-10-01,13:10:00,2017-10-02,06:46:00,4.3,17.6
15120592,AN03065,2017-10-01,21:43:00,2017-10-02,08:41:00,5.6,10.966666666666667
15114147,AN01279,2017-10-01,13:44:00,2017-10-01,13:59:00,0.9,0.25
15104199,AN07723,2017-09-30,17:07:00,2017-09-30,23:28:00,4.5,6.35
15097078,AN11517,2017-09-30,07:36:00,2017-09-30,16:40:00,3,9.066666666666666
15097155,AN15887,2017-09-30,07:53:00,2017-09-30,11:09:00,7.6,3.2666666666666666
15104499,AN08084,2017-09-30,12:07:00,2017-09-30,17:24:00,8.7,5.283333333333333
15104323,AN05770,2017-09-30,17:14:00,2017-09-30,17:54:00,1.7,0.6666666666666666
15098857,AN17408,2017-09-30,09:50:00,2017-09-30,11:05:00,1.6,1.25
15104964,AN06844,2017-09-30,17:46:00,2017-09-30,20:35:00,1.4,2.816666666666667
15098885,AN00073,2017-09-30,11:16:00,2017-09-30,12:33:00,5.4,1.2833333333333334
15081877,AN11161,2017-09-29,09:17:00,2017-09-30,06:50:00,5.7,21.55
15082478,AN15056,2017-09-29,10:29:00,2017-09-29,16:38:00,17.9,6.15
15083516,AN04099,2017-09-29,12:11:00,2017-09-29,15:44:00,6.1,3.55
15093711,AN00813,2017-09-29,23:16:00,2017-09-30,10:48:00,2.8,11.533333333333333
15090443,AN02229,2017-09-29,19:03:00,2017-09-30,08:53:00,8.6,13.833333333333334
15090156,AN11012,2017-09-29,18:49:00,2017-09-30,10:34:00,7,15.75
15085880,AN02332,2017-09-29,07:44:00,2017-09-29,10:25:00,7.8,2.683333333333333
15086170,AN12081,2017-09-29,15:53:00,2017-09-29,20:08:00,4.4,4.25
15091673,AN09109,2017-09-29,20:07:00,2017-09-30,17:46:00,0.9,21.65
15094923,AN15688,2017-09-29,22:51:00,2017-09-30,09:23:00,63.5,10.533333333333333
15092155,AN14521,2017-09-29,00:49:00,2017-09-30,06:54:00,15.2,30.083333333333332
15088616,AN11953,2017-09-29,17:46:00,2017-09-29,18:12:00,1.4,0.43333333333333335
15093326,AN16496,2017-09-29,22:36:00,2017-09-30,14:53:00,2.1,16.283333333333335
15090324,AN05037,2017-09-29,18:57:00,2017-09-30,11:35:00,12.8,16.633333333333333
15085980,AN15204,2017-09-29,15:41:00,2017-09-29,15:47:00,0.3,0.1
15084063,AN06720,2017-09-29,12:56:00,2017-09-29,15:04:00,6.4,2.1333333333333333
15078428,AN01979,2017-09-28,21:55:00,2017-09-29,09:19:00,18.9,11.4
15070056,AN03055,2017-09-28,16:41:00,2017-09-28,18:34:00,6.1,1.8833333333333333
15071705,AN11588,2017-09-28,17:56:00,2017-09-29,07:13:00,7.7,13.283333333333333
15075027,AN04346,2017-09-28,20:15:00,2017-09-28,21:23:00,3.8,1.1333333333333333
15077951,AN00732,2017-09-28,17:44:00,2017-09-29,06:15:00,7.8,12.516666666666667
15077797,AN13764,2017-09-28,18:12:00,2017-09-28,18:44:00,2.3,0.5333333333333333
15071813,AN01548,2017-09-28,18:00:00,2017-09-29,06:58:00,4.7,12.966666666666667
15077037,AN02698,2017-09-28,22:32:00,2017-09-29,00:31:00,15.7,1.9833333333333334
15068974,AN09926,2017-09-28,15:26:00,2017-09-28,16:50:00,0.5,1.4
15065906,AN01655,2017-09-28,08:49:00,2017-09-28,10:05:00,5.4,1.2666666666666666
15069823,AN04994,2017-09-28,16:30:00,2017-09-29,10:01:00,5.4,17.516666666666666
15067873,AN06456,2017-09-28,13:44:00,2017-09-28,17:16:00,11,3.533333333333333
15070610,AN03849,2017-09-28,17:12:00,2017-09-29,13:58:00,3.8,20.766666666666666
15066820,AN11421,2017-09-28,12:05:00,2017-09-28,15:15:00,6.2,3.1666666666666665
15072332,AN16717,2017-09-28,18:12:00,2017-09-28,18:37:00,1.2,0.4166666666666667
15067343,AN17007,2017-09-28,05:06:00,2017-09-28,06:49:00,7.3,1.7166666666666666
15074391,AN12074,2017-09-28,19:43:00,2017-09-28,20:56:00,3.7,1.2166666666666666
15074092,AN01823,2017-09-28,19:29:00,2017-09-28,22:11:00,5,2.7
15052637,AN03272,2017-09-27,02:04:00,2017-09-27,06:20:00,10.4,4.266666666666667
15057282,AN09831,2017-09-27,17:48:00,2017-09-27,18:34:00,2.3,0.7666666666666667
15056319,AN11004,2017-09-27,17:58:00,2017-09-28,07:34:00,7,13.6
15062728,AN08488,2017-09-27,20:41:00,2017-09-28,07:41:00,2.6,11
15049887,AN14735,2017-09-27,08:50:00,2017-09-27,10:29:00,1.9,1.65
15053825,AN10238,2017-09-27,15:51:00,2017-09-27,16:26:00,1.8,0.5833333333333334
15060269,AN00231,2017-09-27,21:15:00,2017-09-28,09:23:00,24.9,12.133333333333333
15064333,AN14068,2017-09-27,00:50:00,2017-09-28,07:52:00,10.9,31.033333333333335
15057533,AN15624,2017-09-27,18:37:00,2017-09-28,07:18:00,18.4,12.683333333333334
15061843,AN08205,2017-09-27,18:23:00,2017-09-28,07:19:00,7.5,12.933333333333334
15054846,AN06953,2017-09-27,16:55:00,2017-09-28,07:18:00,9.4,14.383333333333333
15036049,AN03858,2017-09-26,13:06:00,2017-09-26,17:32:00,6.1,4.433333333333334
15047009,AN08356,2017-09-26,22:28:00,2017-09-27,06:22:00,2.4,7.9
15039838,AN17800,2017-09-26,17:28:00,2017-09-27,09:06:00,5.8,15.633333333333333
15046841,AN09109,2017-09-26,15:00:00,2017-09-27,08:02:00,4.3,17.033333333333335
15043556,AN09977,2017-09-26,19:59:00,2017-09-26,22:58:00,5.8,2.9833333333333334
15046901,AN08340,2017-09-26,16:56:00,2017-09-28,08:20:00,12.6,39.4
15046994,AN08746,2017-09-26,18:05:00,2017-09-27,09:56:00,2.4,15.85
15044826,AN01170,2017-09-26,20:44:00,2017-09-26,21:24:00,2.1,0.6666666666666666
15029644,AN00553,2017-09-25,18:37:00,2017-09-27,12:12:00,3.9,41.583333333333336
15018262,AN04451,2017-09-25,10:36:00,2017-09-25,12:50:00,1.9,2.2333333333333334
15029056,AN11651,2017-09-25,22:54:00,2017-09-26,08:26:00,2.3,9.533333333333333
15019110,AN04747,2017-09-25,12:16:00,2017-09-26,08:20:00,6.8,20.066666666666666
15021950,AN02255,2017-09-25,08:24:00,2017-09-26,07:33:00,13.8,23.15
15030004,AN10130,2017-09-25,18:16:00,2017-09-26,17:53:00,14.5,23.616666666666667
15020224,AN01260,2017-09-25,13:50:00,2017-09-25,14:32:00,5.1,0.7
15019352,AN01091,2017-09-25,12:38:00,2017-09-26,08:07:00,7.1,19.483333333333334
15022712,AN15474,2017-09-25,17:03:00,2017-09-26,07:22:00,12.6,14.316666666666666
15020382,AN04464,2017-09-25,14:12:00,2017-09-25,15:21:00,2.6,1.15
15024357,AN03605,2017-09-25,18:07:00,2017-09-26,08:20:00,9.1,14.216666666666667
15016341,AN09675,2017-09-25,06:52:00,2017-09-25,07:36:00,2.4,0.7333333333333333
15030324,AN12057,2017-09-25,19:01:00,2017-09-26,07:33:00,1.2,12.533333333333333
15003617,AN14971,2017-09-24,01:17:00,2017-09-24,03:22:00,9.9,2.0833333333333335
15012184,AN10963,2017-09-24,19:57:00,2017-09-25,09:02:00,3.1,13.083333333333334
15007838,AN01492,2017-09-24,15:26:00,2017-09-24,18:25:00,20.9,2.9833333333333334
15013650,AN14657,2017-09-24,22:40:00,2017-09-25,08:00:00,15.3,9.333333333333334
15013206,AN05197,2017-09-24,21:38:00,2017-09-25,08:57:00,5.2,11.316666666666666
15007259,AN16392,2017-09-24,14:45:00,2017-09-25,07:18:00,2.8,16.55
15005767,AN04227,2017-09-24,12:53:00,2017-09-24,13:53:00,3.3,1
15006075,AN06360,2017-09-24,13:20:00,2017-09-24,14:26:00,4.4,1.1
15009241,AN05011,2017-09-24,16:54:00,2017-09-24,19:30:00,2,2.6
15013616,AN01823,2017-09-24,22:35:00,2017-09-25,08:19:00,1.8,9.733333333333333
14989643,AN12429,2017-09-23,10:28:00,2017-09-24,09:02:00,6.5,22.566666666666666
14998889,AN11766,2017-09-23,20:32:00,2017-09-24,06:58:00,9.5,10.433333333333334
14999766,AN02135,2017-09-23,22:15:00,2017-09-24,02:39:00,6.6,4.4
14989433,AN06132,2017-09-23,10:09:00,2017-09-23,11:02:00,1.1,0.8833333333333333
14993475,AN10261,2017-09-23,14:58:00,2017-09-23,16:36:00,4.9,1.6333333333333333
14990369,AN00249,2017-09-23,11:32:00,2017-09-23,16:04:00,3.1,4.533333333333333
15000827,AN08718,2017-09-23,20:37:00,2017-09-24,08:41:00,8.6,12.066666666666666
14991222,AN02297,2017-09-23,04:30:00,2017-09-23,06:41:00,8.7,2.183333333333333
14998130,AN00997,2017-09-23,19:30:00,2017-09-24,13:44:00,6.7,18.233333333333334
14999052,AN03913,2017-09-23,20:50:00,2017-09-24,20:48:00,4.5,23.966666666666665
14991253,AN02699,2017-09-23,12:27:00,2017-09-23,15:21:00,8,2.9
14980252,AN01841,2017-09-22,17:43:00,2017-09-23,09:04:00,23.9,15.35
14981775,AN15947,2017-09-22,11:04:00,2017-09-22,11:58:00,0.9,0.9
14974396,AN02606,2017-09-22,11:41:00,2017-09-22,11:56:00,0.8,0.25
14977286,AN11692,2017-09-22,15:30:00,2017-09-23,16:14:00,7.6,24.733333333333334
14981514,AN10963,2017-09-22,18:42:00,2017-09-23,10:02:00,8.2,15.333333333333334
14982571,AN09563,2017-09-22,19:27:00,2017-09-22,19:40:00,1,0.21666666666666667
14983551,AN08079,2017-09-22,20:28:00,2017-09-23,08:44:00,8.2,12.266666666666667
14983505,AN10274,2017-09-22,20:26:00,2017-09-23,09:39:00,3.7,13.216666666666667
14981784,AN10356,2017-09-22,18:55:00,2017-09-23,12:17:00,0.5,17.366666666666667
14972889,AN04344,2017-09-22,09:11:00,2017-09-22,14:56:00,3.5,5.75
14983314,AN00824,2017-09-22,20:08:00,2017-09-25,14:42:00,9.4,66.56666666666666
14976068,AN11077,2017-09-22,13:54:00,2017-09-22,17:32:00,9,3.6333333333333333
14985173,AN15637,2017-09-22,22:48:00,2017-09-23,08:36:00,11.1,9.8
14983382,AN06550,2017-09-22,18:18:00,2017-09-22,20:18:00,1.3,2
14978009,AN06487,2017-09-22,16:10:00,2017-09-22,17:51:00,3.1,1.6833333333333333
14961180,AN04138,2017-09-21,17:13:00,2017-09-21,21:43:00,4,4.5
14962382,AN07614,2017-09-21,18:02:00,2017-09-21,18:28:00,1.3,0.43333333333333335
14955675,AN16756,2017-09-21,09:05:00,2017-09-21,14:59:00,9.9,5.9
14966015,AN08988,2017-09-21,20:48:00,2017-09-21,22:23:00,4.9,1.5833333333333333
14958044,AN11608,2017-09-21,13:17:00,2017-09-21,15:38:00,7.6,2.35
14966758,AN08386,2017-09-21,21:28:00,2017-09-22,07:11:00,6.8,9.716666666666667
14962966,AN08828,2017-09-21,18:24:00,2017-09-22,07:25:00,9.3,13.016666666666667
14966031,AN11640,2017-09-21,20:50:00,2017-09-22,08:39:00,11.1,11.816666666666666
14955186,AN01146,2017-09-21,08:35:00,2017-09-22,08:09:00,11.7,23.566666666666666
14955170,AN14926,2017-09-21,08:30:00,2017-09-21,10:39:00,9.8,2.15
14940395,AN15123,2017-09-20,09:54:00,2017-09-20,10:29:00,1.8,0.5833333333333334
14950315,AN06060,2017-09-20,21:10:00,2017-09-21,02:01:00,13.7,4.85
14947047,AN03683,2017-09-20,18:23:00,2017-09-20,19:02:00,2.2,0.65
14949470,AN00908,2017-09-20,17:13:00,2017-09-20,20:11:00,15.1,2.966666666666667
14952794,AN02644,2017-09-20,17:48:00,2017-09-21,08:51:00,19.2,15.05
14945129,AN06259,2017-09-20,17:13:00,2017-09-21,14:05:00,3.6,20.866666666666667
14948390,AN10095,2017-09-20,19:13:00,2017-09-21,08:41:00,9.7,13.466666666666667
2656608,AN22395,2017-09-20,15:10:59,2017-09-20,16:39:28,5.6,1.4747222222222223
14946555,AN10982,2017-09-20,18:05:00,2017-09-21,08:04:00,9.9,13.983333333333333
14942360,AN00116,2017-09-20,13:42:00,2017-09-21,09:45:00,13,20.05
14956819,AN01624,2017-09-20,09:15:00,2017-09-20,12:19:00,14.4,3.066666666666667
14945912,AN03492,2017-09-20,17:39:00,2017-09-21,12:02:00,10.5,18.383333333333333
14943513,AN15078,2017-09-20,15:27:00,2017-09-20,15:43:00,1.3,0.26666666666666666
14942121,AN15070,2017-09-20,13:22:00,2017-09-20,16:12:00,10.9,2.8333333333333335
14941630,AN09891,2017-09-20,12:38:00,2017-09-20,13:31:00,2.7,0.8833333333333333
14940603,AN05448,2017-09-20,10:13:00,2017-09-20,10:52:00,2,0.65
14921534,AN04138,2017-09-19,08:14:00,2017-09-19,08:51:00,2.3,0.6166666666666667
2654382,AN22959,2017-09-19,20:03:45,2017-09-20,06:48:20,0.7,10.743055555555555
2654782,AN22191,2017-09-19,22:15:56,2017-09-20,04:59:48,17.6,6.731111111111111
14927804,AN00702,2017-09-19,17:06:00,2017-09-20,07:24:00,13,14.3
14921433,AN11672,2017-09-19,08:04:00,2017-09-19,16:24:00,3.4,8.333333333333334
2652750,AN25249,2017-09-19,15:29:18,2017-09-20,13:36:30,2.9,22.12
14926490,AN10241,2017-09-19,15:54:00,2017-09-19,16:01:00,0.4,0.11666666666666667
14930567,AN11834,2017-09-19,18:55:00,2017-09-20,08:44:00,5.8,13.816666666666666
2652560,AN22340,2017-09-19,14:25:07,2017-09-20,13:43:48,6.8,23.31138888888889
14928954,AN06381,2017-09-19,17:56:00,2017-09-20,05:43:00,12.4,11.783333333333333
14922924,AN08491,2017-09-19,09:48:00,2017-09-19,10:25:00,2.1,0.6166666666666667
14929802,AN05635,2017-09-19,18:25:00,2017-09-20,07:53:00,8.4,13.466666666666667
14925385,AN12057,2017-09-19,14:34:00,2017-09-19,15:25:00,2.8,0.85
14925990,AN05448,2017-09-19,10:14:00,2017-09-19,15:25:00,6.1,5.183333333333334
14911179,AN12468,2017-09-18,16:53:00,2017-09-19,06:48:00,8.4,13.916666666666666
14916303,AN11854,2017-09-18,20:51:00,2017-09-19,09:59:00,8.3,13.133333333333333
2649629,AN24370,2017-09-18,17:05:06,2017-09-18,17:45:16,1.6,0.6694444444444444
14910261,AN11608,2017-09-18,15:59:00,2017-09-19,10:40:00,7.1,18.683333333333334
14914885,AN13197,2017-09-18,11:25:00,2017-09-19,22:16:00,16.5,34.85
14918229,AN07126,2017-09-18,22:32:00,2017-09-19,09:31:00,2,10.983333333333333
14918062,AN08240,2017-09-18,17:59:00,2017-09-19,07:34:00,5.2,13.583333333333334
2648168,AN21853,2017-09-18,11:08:02,2017-09-18,12:47:46,4,1.6622222222222223
14910390,AN05770,2017-09-18,16:08:00,2017-09-18,16:42:00,1.8,0.5666666666666667
14912640,AN08412,2017-09-18,18:01:00,2017-09-19,08:39:00,5.3,14.633333333333333
2648878,AN19424,2017-09-18,15:16:18,2017-09-18,15:39:45,1.4,0.3908333333333333
14917426,AN03745,2017-09-18,22:10:00,2017-09-19,08:16:00,8.2,10.1
2649425,AN22394,2017-09-18,16:51:25,2017-09-18,18:17:38,0.8,1.4369444444444444
14916998,AN08238,2017-09-18,20:25:00,2017-09-18,21:40:00,3.9,1.25
14897398,AN01102,2017-09-17,16:34:00,2017-09-17,20:28:00,10.8,3.9
14903673,AN06085,2017-09-17,18:16:00,2017-09-18,08:25:00,3.9,14.15
14903258,AN09831,2017-09-17,21:11:00,2017-09-18,08:18:00,4,11.116666666666667
14896097,AN08605,2017-09-17,11:59:00,2017-09-17,15:10:00,3.5,3.183333333333333
14893409,AN02229,2017-09-17,11:45:00,2017-09-18,00:54:00,7.5,13.15
14895258,AN14739,2017-09-17,14:03:00,2017-09-17,14:18:00,1.1,0.25
14898186,AN08210,2017-09-17,17:16:00,2017-09-17,20:30:00,9,3.2333333333333334
14892776,AN01318,2017-09-17,10:50:00,2017-09-17,13:10:00,13.1,2.3333333333333335
14902743,AN10315,2017-09-17,14:44:00,2017-09-18,06:19:00,8.6,15.583333333333334
2644976,AN21905,2017-09-17,11:55:05,2017-09-17,17:32:03,9.7,5.6161111111111115
14896591,AN00812,2017-09-17,15:46:00,2017-09-18,16:21:00,8.2,24.583333333333332
14903153,AN10078,2017-09-17,15:29:00,2017-09-18,07:40:00,5,16.183333333333334
14897759,AN03058,2017-09-17,16:55:00,2017-09-18,07:47:00,8.7,14.866666666666667
14902196,AN17007,2017-09-17,22:55:00,2017-09-18,01:03:00,14.7,2.1333333333333333
2646868,AN18215,2017-09-17,20:19:13,2017-09-18,06:04:23,7.1,9.752777777777778
14884289,AN09764,2017-09-16,14:32:00,2017-09-16,16:27:00,1.7,1.9166666666666667
14878863,AN02867,2017-09-16,09:31:00,2017-09-16,10:28:00,3.2,0.95
14882462,AN08356,2017-09-16,14:04:00,2017-09-16,15:27:00,4.3,1.3833333333333333
14887330,AN04677,2017-09-16,19:42:00,2017-09-17,14:55:00,35.2,19.216666666666665
14887256,AN07641,2017-09-16,19:28:00,2017-09-17,10:41:00,9.4,15.216666666666667
14881813,AN09819,2017-09-16,13:22:00,2017-09-16,17:53:00,2.4,4.516666666666667
14889973,AN02450,2017-09-16,20:42:00,2017-09-18,10:48:00,6.8,38.1
14881840,AN02510,2017-09-16,13:25:00,2017-09-16,14:15:00,2,0.8333333333333334
14889849,AN08774,2017-09-16,22:00:00,2017-09-17,09:52:00,3.1,11.866666666666667
14879263,AN05087,2017-09-16,10:09:00,2017-09-16,10:44:00,1.8,0.5833333333333334
